idcuenta,moneda,saldo,estado
963,Franc,1442233.33,true
964,Euro,,false
965,Yuan Renminbi,1629251.17,
966,,442999.99,true
967,,817699.26,false
968,,986109.23,false
969,Krona,1932433.99,true
970,Euro,768918.39,false
971,Rial,1775628.62,false
972,Rupiah,1521532.17,true
973,Baht,1093831.72,false
974,Rupiah,1715379.17,true
975,Peso,570284.22,true
976,Yuan Renminbi,550005.13,true
977,Ouguiya,1613649.25,true
978,Euro,814882.69,true
979,Dram,1881481.86,false
980,Dollar,1171757.89,true
981,Euro,1229643.11,true
982,Afghani,1762658.05,false
983,Shilling,182507.11,false
984,Zloty,1095954.53,true
985,Euro,1161660.73,
986,,1045556.74,false
987,Yuan Renminbi,1558390.83,false
988,Leu,574191.64,
989,Dollar,1819699.26,true
990,Euro,1896048.42,true
991,Peso,1272174.29,true
992,Krona,394224.28,false
993,,1354580.47,false
994,Tenge,887823.64,false
995,Euro,1720999.18,true
996,Somoni,269642.4,false
997,Dollar,184202.48,true
998,Shekel,1316812.65,false
999,Yuan Renminbi,954903.84,false
1000,Peso,56053.79,true
1001,Pound,1374334.36,True
1002,Krona,1641472.52,False
1003,Ruble,856179.08,
1004,Rupiah,281836.08,True
1005,Yuan Renminbi,239643.68,False
1006,Dirham,1706520.2,True
1007,Sol,1605641.99,False
1008,Yuan Renminbi,943424.91,True
1009,Hryvnia,845584.02,False
1010,Rupiah,533851.23,False
1011,Rupiah,130654.34,True
1012,Riels,1542501.61,False
1013,Euro,829628.53,
1014,Yen,683249.67,False
1015,Peso,89544.14,
1016,Real,969198.68,False
1017,Dollar,691890.27,False
1018,Yuan Renminbi,1775518.92,False
1019,Hryvnia,301686.42,False
1020,Euro,,
1021,Ruble,679081.09,False
1022,Rupiah,1749558.07,False
1023,Yuan Renminbi,456795.08,True
1024,Rupiah,,
1025,Peso,390219.31,False
1026,Rupiah,1945252.06,False
1027,Peso,,False
1028,Peso,373319.32,False
1029,Krona,410399.37,False
1030,Baht,1714633.25,False
1031,Yen,433019.48,False
1032,Quetzal,56074.82,True
1033,Yuan Renminbi,389468.59,False
1034,Sol,649065.99,True
1035,Yuan Renminbi,1311375.09,True
1036,Ruble,,True
1037,Yuan Renminbi,972963.56,False
1038,Euro,,False
1039,Euro,423702.89,False
1040,Boliviano,1553947.06,True
1041,Euro,944553.3,True
1042,Tugrik,613938.83,False
1043,Peso,624441.34,False
1044,Peso,,False
1045,Euro,,True
1046,Peso,1329442.46,True
1047,Euro,,
1048,Naira,320344.82,False
1049,,1556500.17,False
1050,Yuan Renminbi,1660259.68,False
1051,Peso,486572.9,False
1052,Ruble,1931580.45,True
1053,Zloty,1861181.46,False
1054,,102163.72,False
1055,Franc,1719607.22,True
1056,Dinar,,True
1057,Baht,1195591.1,True
1058,Krone,1557755.89,False
1059,Peso,1143053.56,True
1060,Euro,1266395.38,False
1061,Shilling,,
1062,Franc,,False
1063,Euro,983489.27,False
1064,Yuan Renminbi,1579276.9,False
1065,Dollar,1210059.09,True
1066,,684527.82,True
1067,Yuan Renminbi,1455626.44,False
1068,Koruna,574444.39,True
1069,Naira,915860.32,False
1070,Rupiah,273597.54,False
1071,Real,1187497.21,True
1072,Manat,,True
1073,Peso,,True
1074,Balboa,203140.0,False
1075,Ruble,811027.74,True
1076,Yuan Renminbi,1643514.41,
1077,Yuan Renminbi,77899.35,False
1078,Afghani,1479986.64,False
1079,Lek,342336.58,True
1080,Zloty,1507143.37,True
1081,Real,714563.2,False
1082,Euro,413379.78,False
1083,Peso,172105.26,False
1084,Euro,419274.24,True
1085,Peso,901366.73,False
1086,Real,1218888.14,False
1087,Naira,252790.95,False
1088,Dirham,673014.5,True
1089,Yuan Renminbi,183067.92,False
1090,Yuan Renminbi,534395.34,False
1091,,1938956.37,True
1092,Yuan Renminbi,1622011.74,False
1093,Yuan Renminbi,792154.52,False
1094,Rupiah,782320.13,False
1095,Yuan Renminbi,1984769.39,True
1096,Real,1420772.27,False
1097,Euro,584361.3,True
1098,Yuan Renminbi,361646.93,True
1099,Rupiah,754170.5,
1100,Dollar,290202.53,False
1101,Sol,1280698.05,
1102,Koruna,867779.55,False
1103,Peso,1496723.54,False
1104,Krona,689580.36,True
1105,Rupee,633804.59,True
1106,Real,,False
1107,Euro,490879.19,True
1108,Yuan Renminbi,789058.97,False
1109,Yuan Renminbi,1907336.4,True
1110,Euro,214709.31,False
1111,Peso,,False
1112,Yuan Renminbi,1120444.48,True
1113,Peso,884186.3,True
1114,Som,1951807.46,True
1115,Zloty,500716.36,False
1116,Yuan Renminbi,1941420.04,False
1117,Yuan Renminbi,1935137.39,True
1118,Euro,990352.13,True
1119,Ringgit,1401731.1,False
1120,Yuan Renminbi,1502154.21,True
1121,Yuan Renminbi,977901.49,True
1122,Yuan Renminbi,348733.86,True
1123,Dollar,,False
1124,Rupiah,1111200.9,False
1125,Krona,258928.79,False
1126,Yuan Renminbi,804074.72,True
1127,Dong,558661.97,
1128,Naira,1098731.51,False
1129,Rupiah,33598.1,False
1130,Baht,1972947.02,
1131,Franc,,True
1132,Dong,,True
1133,Peso,,False
1134,Peso,,False
1135,Krona,1561915.41,True
1136,Marka,134952.24,True
1137,Yuan Renminbi,1648206.76,True
1138,Euro,1886613.26,False
1139,,136488.63,True
1140,Real,535432.36,True
1141,Koruna,925562.32,True
1142,,818258.14,False
1143,Lek,1460641.31,False
1144,Balboa,1701516.69,False
1145,Real,1256685.87,True
1146,Euro,480201.28,True
1147,Real,1352362.06,False
1148,Euro,,True
1149,Kuna,1039104.69,True
1150,Euro,1361434.54,True
1151,Yuan Renminbi,701859.44,False
1152,Ruble,645803.21,False
1153,Yen,1496700.86,False
1154,Yuan Renminbi,1900159.15,False
1155,Dinar,910074.2,True
1156,Yuan Renminbi,935806.46,True
1157,,1649135.17,True
1158,Ruble,1930487.58,True
1159,Rupiah,1973019.13,False
1160,Zloty,1008433.17,False
1161,,,True
1162,,1844171.18,True
1163,Hryvnia,,True
1164,,1133358.48,False
1165,Koruna,377505.96,False
1166,Yuan Renminbi,824322.46,False
1167,Euro,1675202.5,False
1168,Naira,870756.0,True
1169,Yen,1045278.31,False
1170,Euro,1012320.6,False
1171,Yuan Renminbi,1797621.33,
1172,Ruble,1468048.35,False
1173,Sol,1998620.76,True
1174,Rupiah,1439464.58,True
1175,Dollar,158708.13,False
1176,,1172415.92,True
1177,Euro,361182.89,True
1178,,648861.53,True
1179,Won,1648775.16,True
1180,Yuan Renminbi,743006.28,False
1181,Yen,,True
1182,,,
1183,Som,490372.0,False
1184,Hryvnia,1952774.67,False
1185,Zloty,129279.02,False
1186,Rupiah,1592070.93,True
1187,Bolivar,1069544.19,True
1188,Yen,1053693.28,True
1189,Krona,1182677.29,True
1190,Ruble,1034191.39,False
1191,Yuan Renminbi,274312.57,True
1192,Franc,344590.24,True
1193,Pound,941787.15,False
1194,Euro,1897727.75,False
1195,Rupiah,266876.53,False
1196,Ringgit,1759775.85,
1197,Yuan Renminbi,877293.57,True
1198,Yuan Renminbi,1587949.53,True
1199,Yuan Renminbi,1300784.23,True
1200,Peso,,True
1201,Dollar,,
1202,,1058404.72,
1203,Rial,1594318.94,True
1204,Euro,1797450.7,False
1205,Rupiah,1215932.7,False
1206,Yuan Renminbi,1379091.09,False
1207,Krona,1231278.38,True
1208,Euro,1594777.9,True
1209,Hryvnia,936081.97,True
1210,Pound,1001837.35,True
1211,Peso,514548.21,False
1212,Pound,333961.63,True
1213,Hryvnia,1284199.06,False
1214,Balboa,462631.1,False
1215,Real,,
1216,Peso,2090.08,True
1217,Rupiah,1940680.39,True
1218,Yuan Renminbi,857703.99,True
1219,Rupiah,409065.33,False
1220,Euro,1362325.04,
1221,Dollar,1259586.43,True
1222,Yuan Renminbi,1947902.68,True
1223,Rupiah,1402080.09,True
1224,Yuan Renminbi,193380.0,True
1225,Peso,,False
1226,Naira,1055731.16,False
1227,Baht,1018965.52,True
1228,Peso,1142746.27,True
1229,Peso,415031.4,True
1230,Krona,1354768.63,False
1231,Yuan Renminbi,1498680.59,False
1232,Cordoba,1409705.97,False
1233,Dollar,715660.63,True
1234,Euro,1000643.57,True
1235,Yuan Renminbi,23912.36,
1236,Dollar,644691.11,False
1237,Sol,1225957.6,False
1238,Rupiah,1386554.79,False
1239,Yuan Renminbi,104305.32,False
1240,Rupiah,1537136.13,
1241,,654398.86,True
1242,Yuan Renminbi,1661993.79,False
1243,,,False
1244,Ringgit,1545320.85,True
1245,Shekel,760420.78,False
1246,Euro,1005351.82,False
1247,Ruble,710915.55,
1248,Yuan Renminbi,224790.76,True
1249,Rupiah,1321916.96,False
1250,Peso,839019.91,True
1251,Zloty,551046.01,False
1252,Rupiah,541175.52,False
1253,Euro,27145.02,True
1254,Yuan Renminbi,1314335.44,
1255,Rupiah,1268445.94,True
1256,Dinar,1189911.15,True
1257,Yuan Renminbi,362030.8,True
1258,Yuan Renminbi,199917.09,True
1259,,1029018.07,False
1260,Ruble,775881.79,True
1261,Kuna,544322.88,False
1262,Boliviano,134874.22,
1263,Yuan Renminbi,1889155.72,
1264,Quetzal,1381290.4,True
1265,Pound,623368.32,False
1266,Krona,271611.17,False
1267,Pound,577363.42,True
1268,Yuan Renminbi,75803.53,False
1269,,793322.33,False
1270,Peso,542196.09,True
1271,Yen,642862.79,
1272,Yuan Renminbi,1882030.93,False
1273,Rupiah,525497.32,True
1274,Rupiah,1694702.53,False
1275,Ruble,1890028.59,True
1276,Euro,1583736.81,True
1277,Rupee,995628.42,False
1278,Ruble,1690917.18,False
1279,Peso,1547468.41,True
1280,,132943.52,True
1281,Yuan Renminbi,823239.87,True
1282,Euro,1957172.9,False
1283,Krona,702791.24,False
1284,Peso,673999.26,True
1285,Dinar,976963.2,True
1286,Euro,1608053.12,False
1287,Ruble,,True
1288,Hryvnia,1634781.39,False
1289,Yuan Renminbi,1505778.92,True
1290,Shilling,1557308.59,False
1291,Rial,368938.4,True
1292,Sol,,False
1293,Yuan Renminbi,1380180.34,False
1294,Peso,1275177.53,False
1295,Rupiah,,True
1296,Balboa,628338.67,False
1297,Sol,71637.79,False
1298,Nakfa,,False
1299,Peso,,False
1300,Lari,1841508.49,False
1301,Ariary,585688.19,True
1302,,1845242.76,True
1303,Peso,539107.44,False
1304,Rupiah,1015985.36,False
1305,Euro,92145.64,True
1306,Rupiah,1238822.88,False
1307,Euro,762661.64,False
1308,Lek,278114.88,True
1309,Euro,77575.02,False
1310,Yuan Renminbi,13229.55,False
1311,Yuan Renminbi,1222440.18,True
1312,Rupee,1857233.75,False
1313,Naira,60822.63,
1314,Euro,1468239.71,True
1315,Naira,1039368.13,True
1316,Zloty,1000326.85,False
1317,Krona,895466.85,True
1318,Ouguiya,719519.91,False
1319,Euro,192555.47,False
1320,Baht,1823230.52,True
1321,Yuan Renminbi,,True
1322,Rupiah,1245102.08,True
1323,Dollar,677192.31,True
1324,Ruble,1989287.26,False
1325,Yuan Renminbi,177831.64,False
1326,Tala,1380868.89,False
1327,,1160869.9,True
1328,Real,1671083.24,
1329,Rupiah,729840.08,False
1330,,643701.64,True
1331,Hryvnia,540972.22,False
1332,Tugrik,763930.86,True
1333,Dinar,1364338.07,False
1334,Koruna,879606.9,False
1335,Krona,1927486.28,True
1336,Yuan Renminbi,,True
1337,Balboa,1877368.03,False
1338,Yuan Renminbi,1840438.68,False
1339,Dong,1616027.79,True
1340,Rupiah,1479053.91,False
1341,Yuan Renminbi,1346533.89,True
1342,Rupiah,,False
1343,Ruble,1285957.19,True
1344,,1981062.5,False
1345,Yuan Renminbi,221537.41,True
1346,Tenge,1985682.97,False
1347,Shilling,1371625.85,True
1348,Yen,993998.15,True
1349,Rupiah,256421.27,True
1350,Rial,828475.94,True
1351,Peso,1785027.65,False
1352,Rupiah,72410.14,True
1353,Zloty,1146414.11,True
1354,,377802.66,False
1355,Balboa,,False
1356,Peso,1597118.68,False
1357,Yuan Renminbi,1402180.02,False
1358,Peso,153335.03,True
1359,Baht,1506624.68,False
1360,Yuan Renminbi,860424.15,True
1361,Yuan Renminbi,1282898.2,True
1362,Euro,1180794.45,True
1363,Yuan Renminbi,1721833.81,True
1364,,473059.98,False
1365,Rial,501986.97,True
1366,Euro,1059957.82,False
1367,Euro,575519.93,False
1368,Euro,1334070.66,
1369,Peso,919255.27,False
1370,Rupiah,23167.32,True
1371,Peso,166234.63,False
1372,Ruble,1319769.76,True
1373,Peso,375148.81,False
1374,,,False
1375,Euro,1000668.6,True
1376,Yuan Renminbi,347407.52,True
1377,Ruble,1252532.1,True
1378,Rupiah,461672.62,True
1379,Rand,97465.31,True
1380,Euro,974357.63,True
1381,Franc,947979.65,True
1382,Pound,1264925.12,False
1383,Lek,1520.14,
1384,Yuan Renminbi,13358.15,False
1385,Euro,1568967.74,False
1386,Zloty,797197.3,True
1387,Peso,576576.03,False
1388,,,False
1389,Zloty,,True
1390,Tugrik,127447.39,True
1391,Yuan Renminbi,1729334.82,False
1392,Euro,650263.09,False
1393,Rial,566194.35,False
1394,Ruble,18239.01,True
1395,Ariary,,
1396,Taka,1168230.9,False
1397,Lari,1854877.56,False
1398,,542149.41,False
1399,Dollar,137711.01,False
1400,Tugrik,158371.7,False
1401,Yuan Renminbi,242110.06,False
1402,Peso,1018668.67,True
1403,Krona,754241.96,True
1404,Euro,1619092.61,True
1405,Real,25351.46,False
1406,Euro,1258311.4,False
1407,Birr,1577426.29,True
1408,Peso,162194.86,False
1409,Peso,1879806.33,False
1410,Euro,1510907.23,True
1411,Shekel,1075256.21,False
1412,,999079.28,True
1413,Peso,335265.59,True
1414,Rand,725294.9,True
1415,Yuan Renminbi,153711.7,True
1416,Litas,1857193.41,True
1417,Rupiah,1589343.62,True
1418,,1671340.63,False
1419,,1458104.64,False
1420,Peso,574218.52,False
1421,,1718860.8,False
1422,Dinar,1700904.01,True
1423,Hryvnia,,False
1424,Euro,1847576.57,True
1425,Shilling,1832450.33,False
1426,Lev,617820.48,True
1427,Yuan Renminbi,1436455.72,True
1428,Yuan Renminbi,1239424.7,False
1429,Koruna,509175.96,
1430,Peso,892843.7,False
1431,Dollar,1064527.18,False
1432,Yuan Renminbi,1858491.38,False
1433,Rupiah,1539963.06,True
1434,Yuan Renminbi,1313105.36,False
1435,Euro,1979686.66,False
1436,Dinar,828805.22,True
1437,Krona,1185535.33,True
1438,Rupiah,1430127.53,True
1439,Hryvnia,236916.67,True
1440,Yuan Renminbi,1068155.9,True
1441,Rupiah,1269475.74,True
1442,Franc,62135.29,False
1443,Euro,1968073.06,True
1444,Pound,230795.59,False
1445,Krona,545384.31,False
1446,Euro,1828287.32,False
1447,Ruble,984227.68,False
1448,Yuan Renminbi,936334.17,False
1449,Rial,701181.1,True
1450,Yuan Renminbi,17534.17,
1451,Euro,1834272.97,True
1452,Rupiah,951838.85,False
1453,Cedi,540062.05,
1454,Yuan Renminbi,995422.68,True
1455,Euro,196842.93,False
1456,Peso,281717.21,False
1457,Yuan Renminbi,1761602.06,True
1458,Euro,910140.37,True
1459,Peso,1162687.22,False
1460,Hryvnia,716643.84,False
1461,Kuna,196377.36,
1462,Franc,197851.86,
1463,Birr,223843.41,False
1464,Naira,1097867.95,False
1465,,1405081.77,True
1466,Rupiah,543211.56,False
1467,Euro,812758.16,False
1468,Yuan Renminbi,1641534.21,True
1469,Naira,467411.28,False
1470,Tugrik,1425325.02,False
1471,Peso,673604.54,True
1472,Naira,820209.22,True
1473,Dollar,,False
1474,,1542824.43,False
1475,Real,1061182.17,False
1476,Rupiah,1463097.28,True
1477,Real,,False
1478,Euro,,True
1479,Euro,309524.76,True
1480,Peso,884771.33,True
1481,Yuan Renminbi,544009.56,False
1482,Krona,,True
1483,Peso,37206.54,False
1484,Kuna,1372547.6,False
1485,Rupiah,593121.6,True
1486,Dram,,False
1487,Lempira,540571.94,False
1488,Quetzal,1493331.73,True
1489,Rupiah,1302741.83,False
1490,Euro,543328.66,False
1491,,40685.99,True
1492,Franc,1151230.47,False
1493,Euro,1032293.12,True
1494,Ringgit,1180857.92,True
1495,Ruble,,True
1496,Rupiah,289756.42,True
1497,,1664922.63,False
1498,Euro,1020077.35,False
1499,Euro,964349.47,False
1500,Krone,761313.11,True
1501,Yuan Renminbi,1832604.99,False
1502,Ruble,1966251.2,True
1503,,1020256.87,
1504,Baht,360337.25,False
1505,Rupiah,328100.74,False
1506,Peso,1572242.25,True
1507,Ariary,1635166.81,False
1508,Rand,615784.35,False
1509,Yuan Renminbi,534299.64,False
1510,Euro,1754884.48,True
1511,,1773863.69,True
1512,Franc,1889750.02,True
1513,Euro,1155945.76,False
1514,Rupiah,245255.01,False
1515,Tugrik,521318.91,False
1516,,,True
1517,Afghani,1869453.11,True
1518,Yuan Renminbi,913553.16,True
1519,Dinar,575724.25,False
1520,Hryvnia,1599732.64,True
1521,Euro,297495.23,False
1522,Yuan Renminbi,1447198.05,True
1523,Euro,1609640.22,True
1524,Zloty,523576.77,True
1525,Hryvnia,1757060.17,True
1526,Rupiah,1059234.4,False
1527,Cordoba,843422.73,True
1528,Yuan Renminbi,1032740.91,True
1529,Cedi,1277256.59,True
1530,Rand,196070.01,True
1531,Peso,338099.99,True
1532,Euro,1394108.84,False
1533,Baht,1920554.74,True
1534,Zloty,566429.59,True
1535,Ruble,514648.87,True
1536,Euro,450947.4,False
1537,Yuan Renminbi,816475.34,True
1538,Euro,770794.12,False
1539,Yuan Renminbi,1233843.47,False
1540,Naira,409233.75,False
1541,Real,278193.59,False
1542,Peso,1259898.11,False
1543,Zloty,1897121.85,False
1544,Ruble,699652.56,False
1545,Manat,266098.56,False
1546,,183793.33,True
1547,Yuan Renminbi,944662.02,True
1548,Yen,1063464.34,True
1549,Ruble,430038.33,True
1550,Bolivar,962548.98,False
1551,Ruble,1280259.25,False
1552,,1614022.48,False
1553,Euro,681181.8,False
1554,Franc,313423.59,True
1555,Ariary,,True
1556,Ruble,1549742.59,True
1557,Yuan Renminbi,576472.73,True
1558,Yuan Renminbi,599416.98,True
1559,Real,1893902.96,False
1560,Rupiah,937058.45,False
1561,Peso,676883.55,False
1562,Rupiah,1501108.58,False
1563,Euro,632914.78,False
1564,Yuan Renminbi,1133351.53,
1565,Dong,1928171.45,False
1566,Yuan Renminbi,315164.35,True
1567,Yuan Renminbi,639118.11,False
1568,Dalasi,474769.87,False
1569,Euro,486769.57,True
1570,Rupee,402811.65,False
1571,Kuna,108744.09,True
1572,Euro,1206185.9,True
1573,Franc,17900.83,True
1574,Euro,,False
1575,Baht,795319.9,True
1576,Dinar,1064061.63,False
1577,Dinar,84662.07,True
1578,Rand,1104374.03,True
1579,Yuan Renminbi,1216497.85,False
1580,Yuan Renminbi,283276.96,True
1581,Euro,138905.0,True
1582,Kwacha,396602.8,False
1583,Ruble,1639888.71,True
1584,,875957.7,False
1585,Yuan Renminbi,1335994.88,False
1586,Ruble,585996.68,True
1587,Yen,764032.23,True
1588,Ruble,918647.38,False
1589,Peso,1846154.72,False
1590,Rand,527234.06,
1591,Krona,1758761.65,True
1592,Yen,1539722.14,False
1593,Dollar,283240.33,True
1594,Yen,1024532.06,False
1595,Zloty,1075556.44,False
1596,Dollar,1076550.07,True
1597,Dirham,1999849.41,False
1598,Rial,1269995.29,False
1599,Peso,971231.05,True
1600,Yuan Renminbi,363264.19,True
1601,Rupiah,1620411.76,True
1602,Peso,1374908.48,True
1603,Rupiah,,True
1604,Rupiah,273666.69,False
1605,Krone,1765945.08,True
1606,Rupiah,966441.28,False
1607,Peso,512317.11,True
1608,Rupiah,1119791.0,False
1609,Peso,446636.73,False
1610,Yuan Renminbi,7605.95,False
1611,Won,437412.69,True
1612,Euro,1691595.85,True
1613,Shekel,1804645.92,True
1614,Yuan Renminbi,,False
1615,Real,217339.72,True
1616,Yen,461356.54,False
1617,Ariary,257851.4,True
1618,Sol,1553812.28,
1619,Yuan Renminbi,1094516.97,False
1620,Yuan Renminbi,1677431.99,True
1621,Yuan Renminbi,,False
1622,,1914863.9,True
1623,Koruna,681826.07,True
1624,Yuan Renminbi,1552679.25,True
1625,Kuna,423632.72,False
1626,Yuan Renminbi,1759810.53,False
1627,Dinar,1785760.47,False
1628,,401039.7,True
1629,,346277.28,True
1630,Ruble,810208.17,False
1631,Peso,689228.03,True
1632,Rupiah,1868552.1,
1633,Yuan Renminbi,1783564.17,False
1634,Yuan Renminbi,1881798.65,False
1635,Rupiah,719831.71,False
1636,,1345487.46,False
1637,Birr,1670104.71,False
1638,Yen,183093.84,True
1639,Yuan Renminbi,1437949.41,False
1640,Rupiah,,False
1641,Franc,1925269.72,True
1642,Euro,1683103.0,True
1643,Rial,,True
1644,Litas,1812352.43,True
1645,Yuan Renminbi,1392940.76,False
1646,Yen,1609112.5,True
1647,Rupiah,1060517.39,True
1648,Won,69994.38,False
1649,Yuan Renminbi,1612033.53,False
1650,Naira,944661.69,False
1651,Euro,1598681.61,True
1652,Peso,1737790.34,False
1653,Rupiah,1090115.29,True
1654,Euro,1694790.14,False
1655,Franc,1249965.18,True
1656,Yuan Renminbi,281681.91,True
1657,Peso,,True
1658,Yuan Renminbi,1329711.47,False
1659,Ruble,,False
1660,Yuan Renminbi,1665877.2,False
1661,Yuan Renminbi,339973.27,True
1662,Peso,1068176.67,True
1663,Dollar,1732299.25,False
1664,Kuna,1646835.38,False
1665,Peso,454501.22,False
1666,Peso,525239.23,True
1667,Rupiah,565525.43,True
1668,Yuan Renminbi,346668.45,False
1669,Franc,756556.52,False
1670,Dollar,1149029.9,False
1671,Euro,712222.16,True
1672,Yuan Renminbi,795678.25,True
1673,Yuan Renminbi,1833848.67,True
1674,Yuan Renminbi,167026.76,True
1675,Dollar,1992395.81,False
1676,Ruble,511667.16,False
1677,Peso,631911.29,False
1678,Rupiah,660253.58,True
1679,Naira,1687402.95,True
1680,Hryvnia,766793.95,True
1681,Ruble,448330.82,True
1682,Dollar,1732791.88,True
1683,Rupiah,1440256.78,True
1684,Dollar,227340.38,False
1685,Zloty,1503140.66,False
1686,,1979722.32,False
1687,Rupiah,1845373.54,False
1688,Dong,587236.38,True
1689,Rupiah,828998.96,False
1690,Rupiah,387837.29,True
1691,Baht,497803.74,True
1692,Lempira,1227330.04,False
1693,Euro,49963.49,False
1694,Yuan Renminbi,345188.85,True
1695,Dollar,1282170.56,False
1696,Dollar,186367.7,True
1697,Hryvnia,665775.61,False
1698,Real,246647.56,False
1699,Real,433794.57,False
1700,Yen,190055.5,False
1701,Rand,1136612.63,False
1702,Sol,556454.7,True
1703,Yen,1007698.78,True
1704,Krone,,False
1705,Real,1785243.18,
1706,Rupiah,531410.66,False
1707,Zloty,886038.63,True
1708,Dram,1792623.5,False
1709,Dong,1423693.57,True
1710,Birr,298535.34,False
1711,Euro,,False
1712,Peso,1655675.45,False
1713,Naira,1700532.14,False
1714,Somoni,1013719.42,False
1715,Baht,583451.02,True
1716,Baht,1233441.37,False
1717,Peso,1274418.14,False
1718,Dollar,1236199.08,False
1719,Rupiah,,False
1720,,1052098.5,True
1721,Dollar,1709036.93,
1722,Krona,1705582.01,True
1723,Euro,1331823.99,True
1724,Rupiah,1789966.23,False
1725,,,False
1726,Zloty,14042.34,False
1727,Cordoba,982575.14,False
1728,,1221665.0,False
1729,Peso,1229396.88,True
1730,Baht,498323.65,False
1731,Rial,1758961.89,True
1732,Euro,,False
1733,Kuna,947020.22,True
1734,Yuan Renminbi,1633099.95,True
1735,Peso,699412.57,False
1736,Peso,113715.04,True
1737,Yuan Renminbi,1561422.03,False
1738,Yuan Renminbi,1658112.52,True
1739,,1534227.45,
1740,Franc,439914.48,False
1741,Rupee,1094397.01,True
1742,Ruble,1595497.54,False
1743,Yuan Renminbi,673824.12,False
1744,Franc,920429.37,True
1745,Somoni,1224270.48,True
1746,Rupiah,,False
1747,Yen,649538.49,True
1748,Rupiah,577409.4,False
1749,Rupiah,1565335.54,False
1750,Euro,1347402.11,False
1751,,1455605.87,False
1752,Euro,569288.4,True
1753,Yuan Renminbi,939289.21,True
1754,Yuan Renminbi,86537.11,True
1755,Koruna,1698294.75,True
1756,Krona,803170.63,True
1757,Won,1288911.76,False
1758,Ruble,1981876.5,False
1759,Yuan Renminbi,67678.95,True
1760,Pound,1260785.76,True
1761,Metical,1514084.88,False
1762,Rupiah,627607.68,False
1763,Real,1675155.14,
1764,Dollar,1210469.96,False
1765,Ringgit,523356.43,False
1766,Peso,1476194.87,False
1767,Rial,61900.54,False
1768,Dinar,1972099.97,False
1769,Yen,621056.84,False
1770,Yuan Renminbi,245156.82,True
1771,Marka,1343208.79,True
1772,,979652.86,False
1773,Lempira,626992.35,False
1774,Dollar,310703.33,True
1775,Pound,1017395.2,True
1776,Bolivar,801241.56,False
1777,Ruble,31023.88,True
1778,Euro,166450.25,
1779,Ruble,862594.99,True
1780,Peso,441097.06,
1781,Real,552282.88,True
1782,Rupiah,849762.38,False
1783,Euro,1294228.5,True
1784,Peso,1961017.97,True
1785,Yen,1911955.66,False
1786,Yuan Renminbi,232994.74,False
1787,Birr,98410.65,False
1788,Peso,,False
1789,Guarani,710886.33,True
1790,Yuan Renminbi,688611.82,True
1791,Peso,1017972.52,False
1792,Rupiah,9808.96,False
1793,Hryvnia,,True
1794,Peso,1364771.65,True
1795,Colon,1768790.4,False
1796,Krone,1350195.57,True
1797,Peso,1338070.72,False
1798,Peso,152833.09,True
1799,,1327095.38,True
1800,Yuan Renminbi,277331.56,True
1801,Dollar,890692.46,False
1802,Rupiah,660899.86,True
1803,Dinar,724858.79,True
1804,Euro,222937.84,True
1805,Dollar,501010.36,False
1806,Ruble,803955.43,False
1807,Peso,,False
1808,Rupiah,619380.51,False
1809,Ruble,560961.88,False
1810,Rupiah,1409929.18,True
1811,Peso,195363.22,False
1812,Yuan Renminbi,38194.64,False
1813,Dong,1533528.84,False
1814,Lek,692720.99,
1815,Yuan Renminbi,628082.68,True
1816,Yuan Renminbi,698224.38,True
1817,Rupiah,,False
1818,Krone,605751.33,True
1819,Rial,639293.92,False
1820,Zloty,1876973.52,True
1821,Leone,1849325.52,
1822,Rupiah,,True
1823,Hryvnia,483230.2,True
1824,Yen,1620396.35,False
1825,Peso,516991.08,True
1826,Rupiah,1368616.55,True
1827,Euro,1913037.59,False
1828,Krona,1063119.77,
1829,Ruble,936995.79,True
1830,Ruble,1161611.61,True
1831,Yuan Renminbi,1602018.5,True
1832,Krona,827650.54,True
1833,Real,1625737.81,True
1834,Yuan Renminbi,1113525.17,True
1835,Ruble,858527.79,False
1836,Euro,1489471.74,True
1837,Dollar,1856580.84,True
1838,Yuan Renminbi,1873825.17,True
1839,Dinar,1691701.54,True
1840,,,True
1841,,1745323.4,True
1842,Yuan Renminbi,,True
1843,Peso,1354550.08,False
1844,Yuan Renminbi,1028091.85,
1845,Yuan Renminbi,292680.52,True
1846,Sol,639081.9,True
1847,Yuan Renminbi,692637.88,
1848,Euro,1018946.57,True
1849,Euro,801425.15,False
1850,Yuan Renminbi,1863107.3,True
1851,Koruna,1888004.24,True
1852,Euro,288279.54,True
1853,Euro,1356335.01,True
1854,Peso,946335.18,True
1855,Yuan Renminbi,1299172.97,True
1856,Rupiah,533029.76,
1857,Rupiah,1023964.95,True
1858,Rupiah,57156.42,True
1859,Ruble,511689.53,False
1860,Rupiah,,False
1861,Peso,914558.06,True
1862,Tugrik,1398404.25,False
1863,Euro,409284.53,False
1864,Euro,,True
1865,Peso,1869842.48,False
1866,Euro,1604875.77,False
1867,Ruble,1149121.02,False
1868,Dollar,1171688.08,True
1869,Baht,95268.95,False
1870,Real,239134.08,True
1871,Euro,1499668.95,False
1872,Peso,1738658.57,True
1873,Yen,1336327.71,False
1874,Naira,50119.31,True
1875,Yen,1413263.57,False
1876,,,True
1877,Yen,561872.15,True
1878,Dollar,526250.41,True
