idtransaccion,idcuentaorigen,idcuentadestino,monto,fecha,estadotransaccion
1230,2614,4868,0.0,2022-08-21,True
1231,705,3387,755319.5,2026-04-29,True
1232,2865,2802,489383.83,2022-07-17,True
1233,1626,518,693649.55,2023-02-14,False
1234,1515,152,857589.08,2026-05-31,False
1235,4685,2016,912031.7,2023-04-18,False
1236,222,3998,299370.2,2026-05-31,False
1237,4973,110,66299.19,2024-01-08,True
1238,2351,2466,0.0,2023-03-05,True
1239,1899,608,138179.75,2024-10-29,False
1240,938,2760,99561.42,2022-11-04,False
1241,3799,3257,0.0,2023-12-16,False
1242,4,2487,137965.91,2026-12-13,True
1243,3001,3366,904430.62,2024-01-20,False
1244,929,3217,564830.11,2022-07-16,True
1245,1018,1409,19298.02,2023-11-28,True
1246,4620,204,845329.75,2025-07-06,True
1247,919,4140,584319.32,2026-08-07,False
1248,4048,4913,315254.42,2025-06-02,False
1249,2548,4975,851744.89,2026-04-19,True
1250,720,3778,308350.05,2025-03-31,False
1251,671,905,0.0,2025-06-24,True
1252,312,2515,232058.2,2024-08-16,False
1253,429,2494,426536.96,2024-01-05,True
1254,4600,495,371366.29,2023-01-02,True
1255,550,3398,105124.01,2024-12-07,False
1256,1192,2411,934856.13,2025-12-11,True
1257,3876,702,705849.36,2023-04-23,False
1258,4489,2980,631884.7,2025-03-23,False
1259,4687,596,865586.97,2026-03-30,True
1260,2249,2004,348720.94,2024-05-25,False
1261,2827,2948,532207.57,2023-03-17,True
1262,2080,1684,687638.28,2023-10-16,False
1263,4754,2445,268139.95,2026-04-12,False
1264,1868,1182,487443.69,2024-07-03,False
1265,282,2568,603981.69,2024-02-26,False
1266,1387,3785,699648.65,2025-04-11,False
1267,4578,66,960654.5,2024-10-17,False
1268,328,842,954833.73,2024-10-03,True
1269,3551,2200,440050.32,2026-11-10,True
1270,2328,1072,949793.63,2024-12-10,False
1271,3992,1641,502975.6,2025-05-14,False
1272,4242,1181,214048.77,2026-12-29,False
1273,1217,4919,747623.08,2025-12-21,True
1274,2428,4226,706709.45,2025-05-19,False
1275,2255,3213,778718.84,2026-05-31,False
1276,906,437,563477.19,2026-05-31,False
1277,3384,3928,231356.64,2026-04-18,False
1278,2865,2076,342649.18,2023-09-17,False
1279,1024,1645,39453.68,2022-07-11,False
1280,588,1700,231468.26,2023-11-19,True
1281,530,2919,349684.61,2024-09-12,True
1282,27,4725,942416.55,2025-04-26,True
1283,98,2853,142214.33,2024-01-14,False
1284,3359,4816,508777.59,2024-11-19,False
1285,2694,491,739468.7,2024-06-21,True
1286,1004,688,734634.52,2025-10-29,True
1287,1513,2629,579620.36,2025-02-13,True
1288,4145,910,802581.38,2023-07-26,True
1289,1905,4138,243186.87,2026-12-23,True
1290,1661,1231,669851.88,2025-04-03,False
1291,368,1473,642946.92,2026-05-31,False
1292,731,771,902829.86,2025-10-29,False
1293,1109,1220,383886.69,2022-09-27,False
1294,4688,1576,348306.47,2026-05-07,False
1295,4477,2621,449924.94,2024-08-25,False
1296,114,4437,723128.48,2023-03-26,False
1297,2657,1781,378202.13,2026-02-09,True
1298,2567,3776,841579.52,2025-03-17,True
1299,3549,187,481295.26,2026-05-22,True
1300,4099,2103,328031.55,2025-06-03,False
1301,3575,1300,100152.62,2026-05-31,False
1302,2204,3558,453314.28,2024-01-30,True
1303,3163,60,238307.64,2023-01-03,False
1304,4461,445,239651.29,2023-02-03,True
1305,464,4352,444040.56,2026-05-24,True
1306,4635,3499,979200.45,2026-02-18,False
1307,3169,4948,815470.48,2022-09-16,True
1308,2721,3842,2766.51,2024-07-18,False
1309,4160,4720,741494.22,2026-08-31,True
1310,1251,1549,881956.92,2023-08-01,False
1311,4760,532,542646.49,2023-03-18,True
1312,4768,25,951869.84,2025-09-19,True
1313,954,4704,470701.7,2023-08-08,False
1314,153,2197,514488.94,2025-03-30,False
1315,2767,3465,478243.24,2023-07-25,False
1316,4283,1060,408066.67,2026-07-30,False
1317,4242,4665,406031.73,2026-05-31,True
1318,4864,130,290462.03,2024-05-05,False
1319,4656,1564,713241.1,2023-07-10,True
1320,2406,3400,623366.92,2026-10-26,False
1321,1042,3239,941149.81,2024-08-23,True
1322,2593,708,836394.86,2025-05-27,True
1323,725,3673,443530.52,2024-07-27,False
1324,2598,4290,315788.51,2024-01-10,False
1325,5000,555,629394.69,2023-10-17,False
1326,4894,3024,318306.91,2025-03-13,False
1327,1202,1112,145967.64,2024-06-13,False
1328,1993,2215,892877.79,2024-08-23,True
1329,2975,3363,267069.91,2026-05-31,False
1330,798,1233,138946.06,2023-11-08,False
1331,1948,3403,41093.76,2025-01-14,True
1332,1480,370,634297.52,2026-06-08,True
1333,3632,454,11755.28,2026-12-05,True
1334,2530,886,644728.16,2024-03-22,True
1335,1309,2816,534356.62,2023-04-09,True
1336,2062,540,24991.0,2025-08-29,True
1337,2749,3537,206164.1,2023-11-04,False
1338,4489,4610,353674.05,2026-09-28,False
1339,4248,2295,484451.05,2026-11-28,True
1340,4279,4801,935160.02,2024-06-16,True
1341,842,1148,780869.67,2025-09-07,True
1342,4695,1606,303180.68,2025-12-15,False
1343,2330,4838,247820.67,2022-09-14,False
1344,667,3944,410407.73,2023-01-20,True
1345,3999,4441,755911.57,2023-04-20,True
1346,3305,1098,108672.23,2024-11-30,False
1347,4066,530,208665.0,2026-07-01,False
1348,1749,3853,530144.83,2022-12-21,False
1349,627,773,60200.29,2025-11-02,False
1350,1648,492,296449.95,2024-11-24,False
1351,3460,215,688204.74,2024-04-03,True
1352,418,761,42273.82,2024-06-01,True
1353,2551,2176,363442.19,2024-11-19,True
1354,2646,3603,592814.59,2024-06-27,True
1355,1788,1010,64574.18,2024-02-16,True
1356,1346,3333,683562.68,2022-07-11,True
1357,567,4063,741387.93,2024-05-24,False
1358,1054,1237,866824.25,2026-06-12,False
1359,4136,2278,406599.06,2025-06-25,True
1360,722,4846,116792.81,2025-11-05,True
1361,2594,171,956550.86,2026-02-24,True
1362,53,1965,0.0,2026-07-15,False
1363,4962,2866,606328.28,2026-03-03,True
1364,3085,2880,132786.85,2022-10-09,True
1365,3395,4009,38527.78,2025-07-29,False
1366,2262,1916,506011.36,2024-10-14,False
1367,4253,3282,487362.11,2025-12-07,True
1368,1294,3669,856004.32,2024-03-03,False
1369,4044,523,974803.53,2026-02-06,True
1370,4512,88,708117.79,2026-06-09,True
1371,4689,1469,791600.85,2026-11-11,False
1372,2324,786,0.0,2025-08-18,False
1373,982,947,498462.35,2026-02-17,False
1374,4476,859,921427.73,2025-09-11,False
1375,2036,172,919216.05,2024-04-07,False
1376,2697,1554,170434.33,2026-07-15,False
1377,4404,862,631833.41,2025-09-13,True
1378,3819,3642,732710.38,2026-05-31,False
1379,2048,3551,197708.85,2024-02-06,True
1380,1291,3151,752577.36,2024-05-10,False
1381,2772,2536,504451.59,2024-03-02,False
1382,2278,4270,558217.35,2026-08-16,True
1383,4088,1760,102698.25,2025-07-09,True
1384,3747,122,585102.4,2024-10-16,False
1385,91,1614,43133.05,2023-03-01,True
1386,620,3054,808076.94,2025-05-12,False
1387,1223,1467,915561.5,2023-07-30,True
1388,4379,4604,594459.67,2026-11-22,True
1389,2295,3707,451614.47,2023-06-11,False
1390,3827,1949,721396.48,2025-03-23,True
1391,4476,757,877616.88,2024-07-07,True
1392,2217,170,568639.42,2025-10-25,False
1393,4222,3453,637973.98,2023-03-05,True
1394,3855,4196,54823.7,2024-10-23,True
1395,4809,3993,468026.26,2025-04-29,False
1396,4306,3495,48465.43,2025-01-06,True
1397,1901,3677,354458.24,2026-05-31,False
1398,4067,2642,943099.3,2024-07-18,True
1399,2797,1547,125081.02,2025-11-20,False
1400,2527,192,192095.44,2024-08-19,False
1401,1453,4688,982715.47,2022-11-10,False
1402,1086,1268,245724.86,2023-08-08,True
1403,1178,4028,16038.73,2023-04-05,True
1404,897,4413,776536.96,2026-05-31,False
1405,4085,1371,549837.35,2024-06-07,True
1406,357,3783,0.0,2023-09-04,True
1407,1305,3186,809296.87,2022-11-03,True
1408,431,4402,230626.4,2023-05-09,False
1409,776,1614,836723.49,2024-12-19,False
1410,4463,606,539699.57,2024-05-26,False
1411,146,12,0.0,2024-07-01,False
1412,4765,1667,983555.23,2026-08-19,True
1413,530,4741,141607.88,2026-10-28,False
1414,4688,4200,280684.02,2026-12-30,False
1415,4333,3981,328021.69,2025-08-14,True
1416,4606,2421,499784.96,2023-09-16,True
1417,494,1325,838833.91,2025-12-31,False
1418,4014,1506,380875.58,2022-09-26,True
1419,3155,3992,393426.38,2023-10-31,True
1420,277,2937,63199.16,2023-06-21,True
1421,3522,4025,612391.15,2024-05-10,True
1422,3907,404,694641.05,2026-05-31,False
1423,1006,2163,156242.49,2023-02-25,False
1424,3624,978,0.0,2022-09-03,True
1425,1351,1660,331347.63,2024-02-28,False
1426,4999,1895,0.0,2026-04-27,False
1427,2019,1019,396689.86,2026-12-07,True
1428,3769,580,813085.82,2025-12-05,False
1429,662,1747,80661.58,2025-11-17,False
1430,4296,2169,836328.74,2024-09-11,True
1431,2726,430,833318.75,2023-03-22,False
1432,3017,2895,864756.37,2022-12-23,False
1433,1587,3440,670803.32,2023-09-14,False
1434,3866,536,128941.36,2025-12-10,True
1435,3640,1237,264399.95,2022-09-24,True
1436,1576,4037,744297.04,2026-05-31,False
1437,4608,3570,597390.65,2023-08-24,False
1438,2358,1992,794339.77,2026-11-28,True
1439,4979,4531,250816.75,2024-04-22,True
1440,1292,4985,259507.53,2024-12-20,False
1441,2470,4172,665979.58,2026-05-30,True
1442,2770,4357,93670.57,2025-12-29,True
1443,2223,820,166089.03,2024-08-29,True
1444,4291,3565,341842.03,2026-07-01,True
1445,2630,4551,954759.98,2026-09-06,True
1446,4899,1930,0.0,2024-09-06,True
1447,4894,2349,628715.34,2024-03-18,True
1448,3344,3535,48827.46,2023-09-19,False
1449,3564,832,776270.31,2025-10-15,False
1450,109,4676,51746.5,2026-05-03,True
1451,3239,3574,485606.99,2025-11-14,True
1452,4934,1414,174856.75,2024-04-03,True
1453,435,2012,265397.74,2022-11-27,True
1454,2003,2104,745191.38,2026-07-15,True
1455,3419,1143,0.0,2024-06-04,True
1456,2881,269,115867.87,2026-09-20,False
1457,3162,695,95991.2,2023-08-05,False
1458,1807,3426,20341.39,2025-12-11,True
1459,2968,627,205528.66,2024-03-11,True
1460,575,4814,875101.68,2026-07-19,False
1461,4742,3729,344644.89,2026-03-19,False
1462,3767,1494,980159.55,2023-04-06,False
1463,3547,221,966050.9,2025-01-03,False
1464,4526,3099,848695.79,2026-08-14,True
1465,1125,4420,985433.72,2024-05-17,True
1466,3416,2494,839429.8,2025-07-07,True
1467,2844,2732,196774.24,2026-05-31,True
1468,2570,3223,266076.22,2026-05-31,True
1469,1406,2027,661938.16,2026-05-31,False
1470,3396,807,415411.37,2024-07-31,False
1471,1437,2562,524802.45,2024-08-02,True
1472,2752,1383,383917.84,2026-05-31,False
1473,4467,3507,634882.3,2024-06-18,False
1474,3534,146,917185.4,2024-06-29,False
1475,1280,881,633888.85,2026-02-02,True
1476,1246,90,831724.46,2023-08-28,True
1477,4891,2714,361468.36,2023-06-05,True
1478,2882,749,173838.74,2024-03-18,True
1479,4404,3924,448899.36,2025-03-27,True
1480,1167,2863,430730.19,2023-02-24,True
1481,2409,2495,237776.83,2023-06-14,True
1482,1311,1115,180454.85,2023-05-23,False
1483,4575,2268,772395.09,2024-04-04,True
1484,3283,4280,534873.91,2026-10-14,False
1485,2760,2510,355654.23,2023-09-18,False
1486,2685,1903,895440.81,2026-07-12,False
1487,4589,1881,831961.05,2026-05-31,True
1488,307,2127,765905.83,2024-07-10,True
1489,673,2525,621654.11,2026-05-31,True
1490,691,3344,252629.9,2026-06-23,True
1491,2704,2310,853740.2,2026-05-16,True
1492,298,917,896089.59,2026-06-13,False
1493,2202,176,706552.43,2024-12-03,True
1494,1675,2457,948038.4,2026-06-08,True
1495,1681,3240,656524.12,2025-03-20,True
1496,4023,932,272597.76,2026-05-31,False
1497,2603,4008,329279.51,2024-10-21,True
1498,4662,2596,196761.76,2026-05-31,False
1499,3984,2831,976463.86,2022-10-30,True
1500,2788,375,0.0,2024-02-08,False
1501,3024,1165,307897.8,2025-03-18,True
1502,1343,820,420440.15,2022-12-31,True
1503,4561,1295,346310.1,2025-09-09,True
1504,689,994,700477.72,2026-01-22,False
1505,2751,4427,434860.96,2026-09-06,False
1506,2257,19,289484.96,2025-02-04,False
1507,1849,4411,245144.53,2026-06-24,False
1508,2341,936,605187.67,2024-08-01,False
1509,2734,4225,811106.98,2025-06-09,True
1510,2217,1402,713572.5,2025-08-02,True
1511,2090,3211,90528.07,2025-11-15,True
1512,205,2043,102820.41,2023-02-25,True
1513,1872,2698,760798.41,2023-12-16,False
1514,3819,4477,73879.98,2024-12-08,False
1515,352,2719,853872.83,2024-06-03,False
1516,76,3167,371054.38,2026-05-02,True
1517,786,1788,414251.19,2026-05-03,True
1518,4390,2549,154819.81,2025-02-16,False
1519,3488,1261,148624.24,2025-04-15,False
1520,88,4538,329935.45,2022-10-25,False
1521,1130,4132,599845.96,2023-08-14,True
1522,4624,3687,642173.29,2026-05-31,False
1523,2378,340,856049.3,2026-06-23,False
1524,3692,4611,727506.68,2026-05-31,False
1525,330,4667,0.0,2025-04-15,False
1526,3993,4430,635920.77,2026-11-17,False
1527,3841,942,0.0,2024-05-06,True
1528,3656,1055,612668.4,2022-11-12,False
1529,1910,2139,570220.61,2024-03-04,False
1530,2090,4317,553266.72,2026-07-23,True
1531,2033,4817,894828.67,2026-05-31,False
1532,872,759,301517.96,2025-09-10,False
1533,2804,3994,0.0,2024-07-16,False
1534,1154,1294,0.0,2025-02-21,True
1535,1722,3514,888046.29,2025-02-26,False
1536,205,2349,795988.11,2026-05-31,True
1537,810,369,817106.72,2025-05-17,True
1538,540,4700,932580.04,2023-01-06,False
1539,4265,2497,756070.77,2024-12-26,True
1540,3809,4027,188927.61,2023-08-13,True
1541,2199,123,287572.91,2024-12-20,False
1542,1409,904,90472.62,2023-08-20,False
1543,881,2599,0.0,2026-09-04,True
1544,4927,2169,282557.83,2026-05-31,False
1545,2500,801,90177.79,2025-09-23,False
1546,1626,1769,19586.48,2023-02-24,False
1547,3570,3931,845620.14,2023-01-29,True
1548,471,2059,415929.98,2022-12-09,True
1549,4814,3970,699201.08,2024-11-27,False
1550,3868,2912,478326.14,2024-03-22,True
1551,1530,4606,461123.81,2023-11-05,False
1552,4732,220,515779.22,2023-07-11,False
1553,2900,2496,762305.01,2025-12-26,True
1554,573,1429,208968.54,2025-06-05,True
1555,3568,2322,90553.32,2025-01-03,False
1556,1690,2133,47285.03,2025-04-03,True
1557,2123,1421,713148.93,2026-12-17,True
1558,4365,1251,913698.72,2026-02-02,False
1559,4275,4394,0.0,2022-10-29,False
1560,4085,4588,943551.93,2025-09-01,False
1561,3843,903,358723.66,2026-09-09,False
1562,2064,1224,507183.85,2024-01-05,False
1563,4848,3498,3129.51,2025-04-13,False
1564,4720,4357,973528.85,2024-01-01,False
1565,1597,1072,211280.84,2023-01-14,False
1566,3695,4097,203419.41,2026-10-19,False
1567,4704,1392,836174.21,2022-11-03,True
1568,181,2709,793402.92,2025-06-02,False
1569,1456,2398,625935.96,2022-08-17,True
1570,872,4863,94600.07,2026-05-31,True
1571,3374,4931,776309.01,2022-11-28,False
1572,1386,2890,340040.88,2024-10-02,True
1573,2779,1115,220974.24,2025-11-13,False
1574,4601,1095,100154.66,2026-03-01,False
1575,3931,1133,474044.88,2023-01-31,True
1576,1932,1883,453154.4,2024-12-10,False
1577,1518,2661,416672.19,2023-03-29,True
1578,2540,3815,251479.62,2026-05-31,True
1579,2037,1669,805370.58,2022-08-14,False
1580,1773,2694,0.0,2022-10-29,True
1581,1423,1195,613409.7,2026-05-31,True
1582,2333,3642,663898.11,2026-05-31,True
1583,2978,4261,651353.32,2026-05-31,True
1584,2480,3700,399721.16,2025-02-05,True
1585,1984,3703,58284.75,2025-06-03,True
1586,646,1186,945650.4,2023-09-25,True
1587,1538,3606,566102.0,2026-05-31,True
1588,243,2202,306556.01,2024-08-06,True
1589,1320,4759,701101.0,2024-05-17,True
1590,529,1105,203255.26,2026-05-31,False
1591,3370,1724,387121.22,2022-09-27,True
1592,99,2986,85761.47,2023-08-28,False
1593,4230,822,75622.49,2022-12-14,True
1594,3820,3590,245836.01,2026-05-31,True
1595,3647,2692,660130.36,2023-06-29,True
1596,3552,3972,916060.83,2024-07-08,True
1597,3144,658,36278.36,2026-05-31,True
1598,2551,1981,972820.52,2022-11-26,True
1599,4505,4097,797953.06,2024-10-23,False
1600,2822,3167,433285.04,2023-08-30,True
1601,3052,4858,630942.48,2025-06-11,False
1602,3548,4351,204732.32,2023-09-07,False
1603,1535,2168,614525.01,2026-05-31,False
1604,1322,2646,725641.28,2025-12-18,False
1605,952,2729,376075.26,2026-02-18,True
1606,2804,1999,738228.72,2024-10-21,False
1607,1929,1943,261159.99,2026-05-31,False
1608,1210,445,480538.41,2024-11-09,False
1609,82,104,261194.7,2026-05-31,True
1610,2223,1084,247177.63,2023-07-17,True
1611,3993,1917,903835.49,2022-09-01,True
1612,4128,1636,994334.4,2026-08-07,False
1613,4788,2930,0.0,2023-05-25,True
1614,2006,1496,585439.48,2024-01-06,False
1615,4898,2969,620461.35,2024-03-27,False
1616,1863,1615,320915.04,2024-10-31,True
1617,509,1407,520081.31,2023-04-05,False
1618,116,589,702245.42,2026-05-28,False
1619,3659,1038,0.0,2023-05-31,False
1620,2963,4623,149719.11,2025-06-18,False
1621,3273,1208,16741.66,2025-10-09,False
1622,3045,4137,536431.14,2024-04-09,False
1623,1466,2167,8830.95,2025-01-28,True
1624,1412,4684,206082.99,2026-05-31,True
1625,49,126,741301.99,2025-08-22,True
1626,4840,3784,579216.8,2026-12-23,False
1627,1046,2914,948191.89,2024-05-28,True
1628,899,805,829222.12,2025-12-11,True
1629,3549,1457,311677.53,2023-09-06,False
1630,3336,1745,655722.42,2025-10-14,False
1631,4372,2171,782601.87,2026-01-25,False
1632,4744,3528,617951.84,2022-11-25,False
1633,135,3934,404970.77,2023-12-10,True
1634,4615,4203,799114.28,2025-09-10,False
1635,2510,3698,720255.95,2026-10-26,False
1636,4552,3838,466786.46,2023-06-05,False
1637,447,392,215967.65,2026-06-29,True
1638,3362,4540,935117.46,2025-08-22,False
1639,3091,3891,898595.84,2023-07-02,True
1640,4760,4251,346726.69,2026-10-31,True
1641,2100,1747,531378.62,2024-06-15,False
1642,2263,2658,246704.99,2024-12-08,False
1643,1799,3386,358902.67,2026-05-31,True
1644,3824,525,567730.97,2025-01-15,False
1645,3297,1174,517285.39,2026-08-31,True
1646,4320,1856,315484.39,2023-04-29,True
1647,1590,2818,366683.75,2025-07-14,True
1648,1056,3862,793921.49,2024-07-12,True
1649,3539,3193,593401.79,2023-04-24,True
1650,4522,4199,331040.74,2026-08-11,False
1651,810,1498,274069.6,2024-01-09,False
1652,2983,2571,981194.23,2025-10-11,True
1653,1866,2873,151336.18,2022-10-18,True
1654,3950,4813,522242.19,2025-05-11,True
1655,400,3500,99129.12,2025-05-14,False
1656,1199,1715,955587.63,2023-08-17,False
1657,4272,1538,49697.97,2022-09-24,True
1658,4577,4600,913867.98,2026-03-03,False
1659,3301,2829,953171.41,2024-04-09,False
1660,3742,3611,365477.61,2024-08-16,False
1661,2546,1528,838711.81,2024-07-09,True
1662,1650,1092,624002.51,2026-07-04,True
1663,163,1514,841826.68,2024-09-03,True
1664,536,3734,290435.7,2025-08-13,True
1665,2334,4334,93151.22,2026-09-25,True
1666,4256,1068,966769.02,2023-08-05,False
1667,3932,4934,0.0,2023-07-13,True
1668,1176,1456,0.0,2026-05-31,True
1669,3314,1919,242829.65,2026-10-18,True
1670,2001,464,190402.24,2023-10-25,False
1671,712,2407,204789.7,2026-08-07,False
1672,1623,383,761922.97,2025-02-24,False
1673,360,3766,156439.21,2026-08-19,False
1674,1913,4659,897019.81,2026-08-10,False
1675,4912,1797,226761.32,2023-10-05,False
1676,1414,4333,0.0,2024-03-17,False
1677,1656,1416,777530.48,2023-07-19,False
1678,4961,3148,830525.93,2026-05-31,True
1679,431,1449,426253.1,2024-02-21,True
1680,3440,393,547907.36,2023-10-26,True
1681,117,640,839220.41,2023-04-02,True
1682,1235,538,165498.44,2025-12-20,False
1683,2853,4375,853539.56,2026-05-31,False
1684,1014,849,538801.75,2022-08-01,True
1685,4438,4962,0.0,2023-05-19,True
1686,284,3122,885123.97,2024-04-25,True
1687,3260,1889,109960.86,2022-10-06,False
1688,3398,2658,660945.67,2025-05-04,True
1689,113,3458,940104.35,2025-05-02,True
1690,2467,1079,681207.73,2026-06-21,True
1691,1883,1004,394193.66,2025-06-11,True
1692,736,391,130766.77,2022-12-06,False
1693,3353,3513,629243.27,2022-10-28,True
1694,4264,4082,320655.81,2026-05-31,False
1695,1933,2197,240834.01,2024-09-19,True
1696,475,2587,81721.63,2023-09-03,False
1697,618,2457,346549.89,2025-06-30,False
1698,856,2764,138013.38,2025-06-16,False
1699,3958,73,659967.62,2023-11-28,True
1700,2554,2484,217185.45,2023-08-09,False
1701,1876,2130,763059.96,2026-12-03,False
1702,699,3286,81081.49,2022-09-13,True
1703,2175,3884,312833.2,2025-08-21,False
1704,18,1926,914134.78,2026-06-05,True
1705,3036,4580,496260.76,2025-11-29,False
1706,3254,1442,79540.35,2026-07-06,False
1707,3554,2758,690871.92,2024-09-16,False
1708,4611,149,295552.44,2023-07-09,False
1709,1408,250,359073.89,2026-04-28,False
1710,1496,4364,900812.98,2026-02-06,True
1711,4199,4935,555486.93,2025-08-06,False
1712,1967,536,48487.75,2023-12-23,False
1713,862,89,0.0,2026-05-31,False
1714,3355,639,504009.09,2023-12-07,False
1715,1733,4779,613737.2,2023-08-08,False
1716,1055,1201,475235.48,2024-11-30,False
1717,4407,1256,0.0,2022-11-17,False
1718,2126,3325,197936.52,2026-05-31,False
1719,2540,532,0.0,2026-02-13,True
1720,510,4299,78885.72,2023-11-03,True
1721,2975,2411,90174.48,2024-03-18,False
1722,2397,353,293979.43,2023-06-17,False
1723,4175,1463,879643.32,2026-05-31,True
1724,1723,3647,106531.3,2025-01-01,True
1725,4452,1448,966194.28,2025-08-20,True
1726,4365,3414,375219.86,2026-12-20,True
1727,2737,2251,810701.49,2023-08-28,False
1728,2534,4789,328014.07,2022-12-11,True
1729,1291,707,943651.88,2025-05-03,True
1730,4119,2308,394196.78,2023-08-24,True
1731,2407,1767,708982.34,2024-02-04,False
1732,4386,4155,668381.13,2023-11-09,False
1733,338,3775,132547.56,2026-05-31,False
1734,4472,172,688707.23,2024-07-15,True
1735,2322,2506,120227.88,2025-08-28,True
1736,1726,636,153925.01,2026-05-31,True
1737,869,779,75469.12,2026-07-22,True
1738,347,3904,809441.72,2024-02-05,False
1739,4848,3149,136616.01,2025-12-29,False
1740,2651,2392,99792.05,2024-08-15,False
1741,1703,3944,186572.89,2023-11-15,True
1742,4247,3389,951382.06,2026-08-02,True
1743,3514,3914,207443.98,2026-09-28,False
1744,1925,2020,669527.67,2026-05-31,True
1745,988,383,959478.05,2025-07-29,True
1746,3179,1718,253507.35,2023-09-05,True
1747,3234,1317,552082.63,2024-06-28,True
1748,4790,2266,0.0,2025-08-02,True
1749,4068,492,773814.43,2026-12-29,False
1750,3472,3986,765739.33,2023-11-08,True
1751,985,3720,979437.14,2024-08-09,True
1752,194,879,53003.03,2024-12-09,False
1753,1336,3067,316853.06,2026-05-31,False
1754,3952,28,828101.76,2026-09-05,True
1755,1075,2892,49497.73,2024-03-16,True
1756,4574,3715,760349.97,2023-12-02,True
1757,4928,2983,475609.93,2024-01-08,False
1758,4624,1571,0.0,2025-12-18,False
1759,1579,3736,418082.05,2023-02-11,True
1760,3100,1710,24981.87,2022-07-10,True
1761,314,3179,150160.02,2025-01-17,False
1762,2244,2461,465247.14,2023-10-30,False
1763,4101,2855,176266.3,2026-01-17,True
1764,1280,2960,685277.65,2026-02-03,False
1765,36,3945,115569.77,2024-07-30,True
1766,3962,2773,364299.91,2023-03-02,True
1767,1560,420,0.0,2026-10-11,True
1768,199,3680,901619.94,2024-03-27,False
1769,3946,2622,771110.18,2024-12-08,True
1770,4175,2892,666978.82,2023-05-05,True
1771,1244,4091,878250.29,2023-12-22,False
1772,2133,4240,155103.42,2023-04-30,True
1773,1042,717,189363.65,2024-04-06,True
1774,688,1167,582300.65,2026-10-29,True
1775,2774,140,558831.17,2022-10-31,True
1776,4101,1217,56174.63,2026-01-08,True
1777,4330,4977,0.0,2024-06-29,False
1778,3692,1068,74483.07,2026-03-16,True
1779,227,1237,0.0,2026-06-01,False
1780,54,113,449006.65,2026-02-12,True
1781,3816,2958,849161.49,2025-09-22,False
1782,516,1441,749747.89,2024-07-20,True
1783,1205,4049,709289.13,2025-10-03,True
1784,2290,4298,888269.39,2026-03-26,True
1785,4530,2739,937845.5,2026-05-31,True
1786,3740,1055,219397.07,2026-02-21,False
1787,2350,1844,646513.11,2024-08-24,True
1788,2140,3908,390012.1,2025-05-19,True
1789,2955,3310,351790.67,2026-11-26,True
1790,3709,1079,0.0,2026-03-15,False
1791,4678,1452,113082.25,2022-07-02,False
1792,1319,290,527603.69,2024-03-17,True
1793,3519,2212,239345.43,2025-05-18,False
1794,3111,2682,719380.4,2026-05-11,False
1795,4438,1167,792530.69,2022-12-03,True
1796,1476,3692,525444.1,2025-06-16,False
1797,1692,3304,334137.8,2023-05-02,False
1798,1535,1754,941881.13,2024-04-19,False
1799,3626,2218,360220.08,2022-08-10,True
1800,1126,2440,391396.29,2023-09-23,False
1801,2794,3346,997131.98,2024-01-11,True
1802,4154,1098,51883.67,2023-12-20,True
1803,99,981,422942.08,2026-02-13,True
1804,3327,4063,671573.16,2026-01-28,True
1805,1095,3321,996676.06,2025-03-09,False
1806,4341,763,720996.08,2026-11-15,True
1807,3935,3103,272526.83,2026-07-28,True
1808,3079,660,208454.77,2026-07-18,True
1809,1918,4036,99776.69,2023-01-02,True
1810,3414,1893,892803.5,2026-05-31,False
1811,3233,508,738088.02,2023-06-23,False
1812,2269,3198,828432.95,2026-03-21,False
1813,2011,2662,21057.89,2025-09-14,True
1814,797,1978,471725.9,2023-07-12,True
1815,4536,4862,359256.98,2026-05-31,True
1816,4181,363,397892.6,2024-07-30,True
1817,4163,2286,767014.88,2025-05-11,True
1818,711,947,0.0,2023-10-01,True
1819,2922,3589,480675.1,2024-11-03,True
1820,4746,4354,147974.88,2026-05-31,True
1821,4254,547,101782.05,2024-04-03,True
1822,4261,2318,654034.42,2023-08-22,False
1823,3484,1341,137080.95,2023-09-25,True
1824,789,3522,288554.98,2026-04-19,False
1825,2693,1490,654512.33,2026-10-08,False
1826,2219,3432,828880.53,2025-07-15,True
1827,176,2470,199487.48,2024-02-29,True
1828,4333,1993,704940.62,2024-07-26,True
1829,1555,1862,964972.0,2022-08-31,True
1830,45,3640,199045.41,2022-09-27,False
1831,363,1968,533697.17,2026-06-12,True
1832,1527,3732,775577.7,2023-08-06,True
1833,3101,758,326247.63,2024-01-24,True
1834,4295,3002,368119.83,2022-11-17,True
1835,3611,1383,482349.28,2024-01-02,False
1836,951,3,999520.01,2023-06-28,True
1837,3206,1557,967012.07,2026-03-30,False
1838,756,4000,431533.79,2026-07-11,False
1839,2731,985,272319.67,2023-06-04,False
1840,1805,3742,678084.51,2025-10-14,True
1841,4756,2380,49382.32,2024-05-27,True
1842,2502,584,478066.17,2022-10-13,False
1843,4234,2213,209132.39,2024-05-31,True
1844,385,4882,144867.21,2026-05-31,True
1845,1415,816,770995.03,2023-02-08,False
1846,1466,775,570076.72,2026-02-21,True
1847,331,1490,184759.75,2024-08-10,True
1848,4931,1060,939912.41,2026-05-31,False
